SUBPARTITION_NAME	HIGH_VALUE
WEBSCR20260616	TIMESTAMP' 2026-06-17 00:00:00'
WEIS20260616	TIMESTAMP' 2026-06-17 00:00:00'
WENTWORTHDOUGLASS20260616	TIMESTAMP' 2026-06-17 00:00:00'
WESTBURY_PHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
WESTERNPHARMACYGROUP20260616	TIMESTAMP' 2026-06-17 00:00:00'
WESTMAIN20260616	TIMESTAMP' 2026-06-17 00:00:00'
WINNDIXIE20260616	TIMESTAMP' 2026-06-17 00:00:00'
YORKPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
DAHLS20260616	TIMESTAMP' 2026-06-17 00:00:00'
DANTESCHAIN803020260616	TIMESTAMP' 2026-06-17 00:00:00'
DARBYS20260616	TIMESTAMP' 2026-06-17 00:00:00'
DERMSERVLLC20260616	TIMESTAMP' 2026-06-17 00:00:00'
DOUGHERTYSPHARMACYINC20260616	TIMESTAMP' 2026-06-17 00:00:00'
DUMMY20260616	TIMESTAMP' 2026-06-17 00:00:00'
EAGLESCRIPTSAPOTHECARY20260616	TIMESTAMP' 2026-06-17 00:00:00'
ECOM20260616	TIMESTAMP' 2026-06-17 00:00:00'
EHRCC20260616	TIMESTAMP' 2026-06-17 00:00:00'
EISNERMEDICAL20260616	TIMESTAMP' 2026-06-17 00:00:00'
ENTERPRISEBICHAIN20260616	TIMESTAMP' 2026-06-17 00:00:00'
EPSDEV707720260616	TIMESTAMP' 2026-06-17 00:00:00'
EXPRESSRX20260616	TIMESTAMP' 2026-06-17 00:00:00'
FLEXCAREPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
FREDS20260616	TIMESTAMP' 2026-06-17 00:00:00'
FRESENIUSMEDICALCARE20260616	TIMESTAMP' 2026-06-17 00:00:00'
FRUTH20260616	TIMESTAMP' 2026-06-17 00:00:00'
GEAGLE20260616	TIMESTAMP' 2026-06-17 00:00:00'
GELSONSMARKETS20260616	TIMESTAMP' 2026-06-17 00:00:00'
GENRXCORPORATION20260616	TIMESTAMP' 2026-06-17 00:00:00'
GIANTEAGLETRNRXTESTING20260616	TIMESTAMP' 2026-06-17 00:00:00'
GILLETTE20260616	TIMESTAMP' 2026-06-17 00:00:00'
GRUBBSPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
GUNDER20260616	TIMESTAMP' 2026-06-17 00:00:00'
GUNDERSENDEGENBERGLUND20260616	TIMESTAMP' 2026-06-17 00:00:00'
HAGGEN20260616	TIMESTAMP' 2026-06-17 00:00:00'
HANNAF20260616	TIMESTAMP' 2026-06-17 00:00:00'
HEALTHSCRIPTS20260616	TIMESTAMP' 2026-06-17 00:00:00'
HOMETOWNSUPERMARKETS20260616	TIMESTAMP' 2026-06-17 00:00:00'
INDIANA_UNIVERSITY_HEA20260616	TIMESTAMP' 2026-06-17 00:00:00'
JACKSONPACEPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
JERRYSCHAIN803320260616	TIMESTAMP' 2026-06-17 00:00:00'
KELLERAPOTHECARY20260616	TIMESTAMP' 2026-06-17 00:00:00'
KENMOREPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
KINSLEYDRUG20260616	TIMESTAMP' 2026-06-17 00:00:00'
KMART20260616	TIMESTAMP' 2026-06-17 00:00:00'
LAURELHEIGHTSPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
LILYSCHAIN803420260616	TIMESTAMP' 2026-06-17 00:00:00'
LINDENWOODDRUG20260616	TIMESTAMP' 2026-06-17 00:00:00'
LITTLECREEKDRUGSMITH20260616	TIMESTAMP' 2026-06-17 00:00:00'
LITTLECREEKDRUGSOUTH20260616	TIMESTAMP' 2026-06-17 00:00:00'
LONEST20260616	TIMESTAMP' 2026-06-17 00:00:00'
LOWELL20260616	TIMESTAMP' 2026-06-17 00:00:00'
LUNDSBY20260616	TIMESTAMP' 2026-06-17 00:00:00'
MEDI20260616	TIMESTAMP' 2026-06-17 00:00:00'
MEDICINECHESTPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
MEDSHP20260616	TIMESTAMP' 2026-06-17 00:00:00'
MEIJER20260616	TIMESTAMP' 2026-06-17 00:00:00'
MOBIMEDSINC20260616	TIMESTAMP' 2026-06-17 00:00:00'
NAMBEDRUGSLOSALAMOS20260616	TIMESTAMP' 2026-06-17 00:00:00'
NEIGHBORHOODHEALTHCARE20260616	TIMESTAMP' 2026-06-17 00:00:00'
NEKOSDEDRICKSPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
OTHER20260616	TIMESTAMP' 2026-06-17 00:00:00'
OUTRIGGERS20260616	TIMESTAMP' 2026-06-17 00:00:00'
PCHS20260616	TIMESTAMP' 2026-06-17 00:00:00'
PDXQA400020260616	TIMESTAMP' 2026-06-17 00:00:00'
PDXQA500020260616	TIMESTAMP' 2026-06-17 00:00:00'
PERFORMANCECHAIN200020260616	TIMESTAMP' 2026-06-17 00:00:00'
PHARMACA20260616	TIMESTAMP' 2026-06-17 00:00:00'
PHARMACARE20260616	TIMESTAMP' 2026-06-17 00:00:00'
PHARMACYARTS20260616	TIMESTAMP' 2026-06-17 00:00:00'
PHILSPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
PRIMARYHEALTHCARE20260616	TIMESTAMP' 2026-06-17 00:00:00'
PRIMEMARTPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
ACMEHQ20260616	TIMESTAMP' 2026-06-17 00:00:00'
AKINSDRUGSTORE20260616	TIMESTAMP' 2026-06-17 00:00:00'
ALBERT20260616	TIMESTAMP' 2026-06-17 00:00:00'
ALBSAFEWAY20260616	TIMESTAMP' 2026-06-17 00:00:00'
AMBULATORYCARE20260616	TIMESTAMP' 2026-06-17 00:00:00'
AMSLERPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
ANDOVERAPOTHECARY20260616	TIMESTAMP' 2026-06-17 00:00:00'
APOTHERCARY20260616	TIMESTAMP' 2026-06-17 00:00:00'
ARCHQACHAIN600020260616	TIMESTAMP' 2026-06-17 00:00:00'
ARUNDELPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
AVELLA20260616	TIMESTAMP' 2026-06-17 00:00:00'
BEST20260616	TIMESTAMP' 2026-06-17 00:00:00'
BOICEVILLEPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
BURKLOW20260616	TIMESTAMP' 2026-06-17 00:00:00'
CACTUSDRUG20260616	TIMESTAMP' 2026-06-17 00:00:00'
CANOHEALTH20260616	TIMESTAMP' 2026-06-17 00:00:00'
CAREMEDPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
CARERXOFFSHORE20260616	TIMESTAMP' 2026-06-17 00:00:00'
CENTRALVALLEYMEDICAL20260616	TIMESTAMP' 2026-06-17 00:00:00'
CIRCLE_RXINC20260616	TIMESTAMP' 2026-06-17 00:00:00'
COLUMBIAVALLEY20260616	TIMESTAMP' 2026-06-17 00:00:00'
COSTCO20260616	TIMESTAMP' 2026-06-17 00:00:00'
COSTCOWESTFARGOPHARM20260616	TIMESTAMP' 2026-06-17 00:00:00'
COVANCEPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
CROSSCHAIN120260616	TIMESTAMP' 2026-06-17 00:00:00'
CROSSCHAIN220260616	TIMESTAMP' 2026-06-17 00:00:00'
CROSSCHAIN320260616	TIMESTAMP' 2026-06-17 00:00:00'
CROSSCHAIN420260616	TIMESTAMP' 2026-06-17 00:00:00'
CROSSCHAINPDXSH0520260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN700220260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN700720260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN701020260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800020260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800120260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800220260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800320260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800420260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800520260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800620260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800720260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800820260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN800920260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801020260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801120260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801220260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801320260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801420260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801520260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801620260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801720260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN801820260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN802420260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN802520260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN802620260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN802720260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN802920260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN803220260616	TIMESTAMP' 2026-06-17 00:00:00'
SYS_SU20260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN810220260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN810320260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN810420260616	TIMESTAMP' 2026-06-17 00:00:00'
CSQATESTCHAIN810520260616	TIMESTAMP' 2026-06-17 00:00:00'
CUMBERLAND2PHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
CUMBERLANDPHARMACY20260616	TIMESTAMP' 2026-06-17 00:00:00'
REDCROSSPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
REDHOOKDRUGSTORE20260617	TIMESTAMP' 2026-06-18 00:00:00'
ROGERSVILLEPHARMACYLLC20260617	TIMESTAMP' 2026-06-18 00:00:00'
RXCOM20260617	TIMESTAMP' 2026-06-18 00:00:00'
SAFEWAY20260617	TIMESTAMP' 2026-06-18 00:00:00'
SAFEWAYHAGGEN20260617	TIMESTAMP' 2026-06-18 00:00:00'
SAMSCLUB20260617	TIMESTAMP' 2026-06-18 00:00:00'
SARALANDPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
SAUGERTIESPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
SAVEONDRUGS20260617	TIMESTAMP' 2026-06-18 00:00:00'
SAVMRT20260617	TIMESTAMP' 2026-06-18 00:00:00'
SELAUTOCHAIN555520260617	TIMESTAMP' 2026-06-18 00:00:00'
SETONMEDICALMANAGEMENT20260617	TIMESTAMP' 2026-06-18 00:00:00'
SHOPKO20260617	TIMESTAMP' 2026-06-18 00:00:00'
SMITHSTREETPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
SPRVAL20260617	TIMESTAMP' 2026-06-18 00:00:00'
STLUKE20260617	TIMESTAMP' 2026-06-18 00:00:00'
SULLIVANSPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
SUPERVALUINC20260617	TIMESTAMP' 2026-06-18 00:00:00'
TCUHEALTHCENTER20260617	TIMESTAMP' 2026-06-18 00:00:00'
THEPRESCRIPTIONSHOP20260617	TIMESTAMP' 2026-06-18 00:00:00'
TRANSI20260617	TIMESTAMP' 2026-06-18 00:00:00'
TRIUNITYPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
UNIONPACIFICRR20260617	TIMESTAMP' 2026-06-18 00:00:00'
UNITEDS20260617	TIMESTAMP' 2026-06-18 00:00:00'
VELOCE20260617	TIMESTAMP' 2026-06-18 00:00:00'
WALGREENSCO20260617	TIMESTAMP' 2026-06-18 00:00:00'
WEBSCR20260617	TIMESTAMP' 2026-06-18 00:00:00'
WEIS20260617	TIMESTAMP' 2026-06-18 00:00:00'
WENTWORTHDOUGLASS20260617	TIMESTAMP' 2026-06-18 00:00:00'
WESTBURY_PHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
WESTERNPHARMACYGROUP20260617	TIMESTAMP' 2026-06-18 00:00:00'
WESTMAIN20260617	TIMESTAMP' 2026-06-18 00:00:00'
WINNDIXIE20260617	TIMESTAMP' 2026-06-18 00:00:00'
YORKPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
DAHLS20260617	TIMESTAMP' 2026-06-18 00:00:00'
DANTESCHAIN803020260617	TIMESTAMP' 2026-06-18 00:00:00'
DARBYS20260617	TIMESTAMP' 2026-06-18 00:00:00'
DERMSERVLLC20260617	TIMESTAMP' 2026-06-18 00:00:00'
DOUGHERTYSPHARMACYINC20260617	TIMESTAMP' 2026-06-18 00:00:00'
DUMMY20260617	TIMESTAMP' 2026-06-18 00:00:00'
EAGLESCRIPTSAPOTHECARY20260617	TIMESTAMP' 2026-06-18 00:00:00'
ECOM20260617	TIMESTAMP' 2026-06-18 00:00:00'
EHRCC20260617	TIMESTAMP' 2026-06-18 00:00:00'
EISNERMEDICAL20260617	TIMESTAMP' 2026-06-18 00:00:00'
ENTERPRISEBICHAIN20260617	TIMESTAMP' 2026-06-18 00:00:00'
EPSDEV707720260617	TIMESTAMP' 2026-06-18 00:00:00'
EXPRESSRX20260617	TIMESTAMP' 2026-06-18 00:00:00'
FLEXCAREPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
FREDS20260617	TIMESTAMP' 2026-06-18 00:00:00'
FRESENIUSMEDICALCARE20260617	TIMESTAMP' 2026-06-18 00:00:00'
FRUTH20260617	TIMESTAMP' 2026-06-18 00:00:00'
GEAGLE20260617	TIMESTAMP' 2026-06-18 00:00:00'
GELSONSMARKETS20260617	TIMESTAMP' 2026-06-18 00:00:00'
GENRXCORPORATION20260617	TIMESTAMP' 2026-06-18 00:00:00'
GIANTEAGLETRNRXTESTING20260617	TIMESTAMP' 2026-06-18 00:00:00'
GILLETTE20260617	TIMESTAMP' 2026-06-18 00:00:00'
GRUBBSPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
GUNDER20260617	TIMESTAMP' 2026-06-18 00:00:00'
GUNDERSENDEGENBERGLUND20260617	TIMESTAMP' 2026-06-18 00:00:00'
HAGGEN20260617	TIMESTAMP' 2026-06-18 00:00:00'
HANNAF20260617	TIMESTAMP' 2026-06-18 00:00:00'
HEALTHSCRIPTS20260617	TIMESTAMP' 2026-06-18 00:00:00'
HOMETOWNSUPERMARKETS20260617	TIMESTAMP' 2026-06-18 00:00:00'
INDIANA_UNIVERSITY_HEA20260617	TIMESTAMP' 2026-06-18 00:00:00'
JACKSONPACEPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
JERRYSCHAIN803320260617	TIMESTAMP' 2026-06-18 00:00:00'
KELLERAPOTHECARY20260617	TIMESTAMP' 2026-06-18 00:00:00'
KENMOREPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
KINSLEYDRUG20260617	TIMESTAMP' 2026-06-18 00:00:00'
KMART20260617	TIMESTAMP' 2026-06-18 00:00:00'
LAURELHEIGHTSPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
LILYSCHAIN803420260617	TIMESTAMP' 2026-06-18 00:00:00'
LINDENWOODDRUG20260617	TIMESTAMP' 2026-06-18 00:00:00'
LITTLECREEKDRUGSMITH20260617	TIMESTAMP' 2026-06-18 00:00:00'
LITTLECREEKDRUGSOUTH20260617	TIMESTAMP' 2026-06-18 00:00:00'
LONEST20260617	TIMESTAMP' 2026-06-18 00:00:00'
LOWELL20260617	TIMESTAMP' 2026-06-18 00:00:00'
LUNDSBY20260617	TIMESTAMP' 2026-06-18 00:00:00'
MEDI20260617	TIMESTAMP' 2026-06-18 00:00:00'
MEDICINECHESTPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
MEDSHP20260617	TIMESTAMP' 2026-06-18 00:00:00'
MEIJER20260617	TIMESTAMP' 2026-06-18 00:00:00'
MOBIMEDSINC20260617	TIMESTAMP' 2026-06-18 00:00:00'
NAMBEDRUGSLOSALAMOS20260617	TIMESTAMP' 2026-06-18 00:00:00'
NEIGHBORHOODHEALTHCARE20260617	TIMESTAMP' 2026-06-18 00:00:00'
NEKOSDEDRICKSPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
OTHER20260617	TIMESTAMP' 2026-06-18 00:00:00'
OUTRIGGERS20260617	TIMESTAMP' 2026-06-18 00:00:00'
PCHS20260617	TIMESTAMP' 2026-06-18 00:00:00'
PDXQA400020260617	TIMESTAMP' 2026-06-18 00:00:00'
PDXQA500020260617	TIMESTAMP' 2026-06-18 00:00:00'
PERFORMANCECHAIN200020260617	TIMESTAMP' 2026-06-18 00:00:00'
PHARMACA20260617	TIMESTAMP' 2026-06-18 00:00:00'
PHARMACARE20260617	TIMESTAMP' 2026-06-18 00:00:00'
PHARMACYARTS20260617	TIMESTAMP' 2026-06-18 00:00:00'
PHILSPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
PRIMARYHEALTHCARE20260617	TIMESTAMP' 2026-06-18 00:00:00'
PRIMEMARTPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
ACMEHQ20260617	TIMESTAMP' 2026-06-18 00:00:00'
AKINSDRUGSTORE20260617	TIMESTAMP' 2026-06-18 00:00:00'
ALBERT20260617	TIMESTAMP' 2026-06-18 00:00:00'
ALBSAFEWAY20260617	TIMESTAMP' 2026-06-18 00:00:00'
AMBULATORYCARE20260617	TIMESTAMP' 2026-06-18 00:00:00'
AMSLERPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
ANDOVERAPOTHECARY20260617	TIMESTAMP' 2026-06-18 00:00:00'
APOTHERCARY20260617	TIMESTAMP' 2026-06-18 00:00:00'
ARCHQACHAIN600020260617	TIMESTAMP' 2026-06-18 00:00:00'
ARUNDELPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
AVELLA20260617	TIMESTAMP' 2026-06-18 00:00:00'
BEST20260617	TIMESTAMP' 2026-06-18 00:00:00'
BOICEVILLEPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
BURKLOW20260617	TIMESTAMP' 2026-06-18 00:00:00'
CACTUSDRUG20260617	TIMESTAMP' 2026-06-18 00:00:00'
CANOHEALTH20260617	TIMESTAMP' 2026-06-18 00:00:00'
CAREMEDPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
CARERXOFFSHORE20260617	TIMESTAMP' 2026-06-18 00:00:00'
CENTRALVALLEYMEDICAL20260617	TIMESTAMP' 2026-06-18 00:00:00'
CIRCLE_RXINC20260617	TIMESTAMP' 2026-06-18 00:00:00'
COLUMBIAVALLEY20260617	TIMESTAMP' 2026-06-18 00:00:00'
COSTCO20260617	TIMESTAMP' 2026-06-18 00:00:00'
COSTCOWESTFARGOPHARM20260617	TIMESTAMP' 2026-06-18 00:00:00'
COVANCEPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
CROSSCHAIN120260617	TIMESTAMP' 2026-06-18 00:00:00'
CROSSCHAIN220260617	TIMESTAMP' 2026-06-18 00:00:00'
CROSSCHAIN320260617	TIMESTAMP' 2026-06-18 00:00:00'
CROSSCHAIN420260617	TIMESTAMP' 2026-06-18 00:00:00'
CROSSCHAINPDXSH0520260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN700220260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN700720260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN701020260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800020260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800120260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800220260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800320260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800420260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800520260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800620260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800720260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800820260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN800920260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801020260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801120260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801220260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801320260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801420260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801520260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801620260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801720260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN801820260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN802420260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN802520260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN802620260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN802720260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN802920260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN803220260617	TIMESTAMP' 2026-06-18 00:00:00'
SYS_SU20260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN810220260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN810320260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN810420260617	TIMESTAMP' 2026-06-18 00:00:00'
CSQATESTCHAIN810520260617	TIMESTAMP' 2026-06-18 00:00:00'
CUMBERLAND2PHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
CUMBERLANDPHARMACY20260617	TIMESTAMP' 2026-06-18 00:00:00'
REDCROSSPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
REDHOOKDRUGSTORE20260618	TIMESTAMP' 2026-06-19 00:00:00'
ROGERSVILLEPHARMACYLLC20260618	TIMESTAMP' 2026-06-19 00:00:00'
RXCOM20260618	TIMESTAMP' 2026-06-19 00:00:00'
SAFEWAY20260618	TIMESTAMP' 2026-06-19 00:00:00'
SAFEWAYHAGGEN20260618	TIMESTAMP' 2026-06-19 00:00:00'
SAMSCLUB20260618	TIMESTAMP' 2026-06-19 00:00:00'
SARALANDPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
SAUGERTIESPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
SAVEONDRUGS20260618	TIMESTAMP' 2026-06-19 00:00:00'
SAVMRT20260618	TIMESTAMP' 2026-06-19 00:00:00'
SELAUTOCHAIN555520260618	TIMESTAMP' 2026-06-19 00:00:00'
SETONMEDICALMANAGEMENT20260618	TIMESTAMP' 2026-06-19 00:00:00'
SHOPKO20260618	TIMESTAMP' 2026-06-19 00:00:00'
SMITHSTREETPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
SPRVAL20260618	TIMESTAMP' 2026-06-19 00:00:00'
STLUKE20260618	TIMESTAMP' 2026-06-19 00:00:00'
SULLIVANSPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
SUPERVALUINC20260618	TIMESTAMP' 2026-06-19 00:00:00'
TCUHEALTHCENTER20260618	TIMESTAMP' 2026-06-19 00:00:00'
THEPRESCRIPTIONSHOP20260618	TIMESTAMP' 2026-06-19 00:00:00'
TRANSI20260618	TIMESTAMP' 2026-06-19 00:00:00'
TRIUNITYPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
UNIONPACIFICRR20260618	TIMESTAMP' 2026-06-19 00:00:00'
UNITEDS20260618	TIMESTAMP' 2026-06-19 00:00:00'
VELOCE20260618	TIMESTAMP' 2026-06-19 00:00:00'
WALGREENSCO20260618	TIMESTAMP' 2026-06-19 00:00:00'
WEBSCR20260618	TIMESTAMP' 2026-06-19 00:00:00'
WEIS20260618	TIMESTAMP' 2026-06-19 00:00:00'
WENTWORTHDOUGLASS20260618	TIMESTAMP' 2026-06-19 00:00:00'
WESTBURY_PHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
WESTERNPHARMACYGROUP20260618	TIMESTAMP' 2026-06-19 00:00:00'
WESTMAIN20260618	TIMESTAMP' 2026-06-19 00:00:00'
WINNDIXIE20260618	TIMESTAMP' 2026-06-19 00:00:00'
YORKPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
DAHLS20260618	TIMESTAMP' 2026-06-19 00:00:00'
DANTESCHAIN803020260618	TIMESTAMP' 2026-06-19 00:00:00'
DARBYS20260618	TIMESTAMP' 2026-06-19 00:00:00'
DERMSERVLLC20260618	TIMESTAMP' 2026-06-19 00:00:00'
DOUGHERTYSPHARMACYINC20260618	TIMESTAMP' 2026-06-19 00:00:00'
DUMMY20260618	TIMESTAMP' 2026-06-19 00:00:00'
EAGLESCRIPTSAPOTHECARY20260618	TIMESTAMP' 2026-06-19 00:00:00'
ECOM20260618	TIMESTAMP' 2026-06-19 00:00:00'
EHRCC20260618	TIMESTAMP' 2026-06-19 00:00:00'
EISNERMEDICAL20260618	TIMESTAMP' 2026-06-19 00:00:00'
ENTERPRISEBICHAIN20260618	TIMESTAMP' 2026-06-19 00:00:00'
EPSDEV707720260618	TIMESTAMP' 2026-06-19 00:00:00'
EXPRESSRX20260618	TIMESTAMP' 2026-06-19 00:00:00'
FLEXCAREPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
FREDS20260618	TIMESTAMP' 2026-06-19 00:00:00'
FRESENIUSMEDICALCARE20260618	TIMESTAMP' 2026-06-19 00:00:00'
FRUTH20260618	TIMESTAMP' 2026-06-19 00:00:00'
GEAGLE20260618	TIMESTAMP' 2026-06-19 00:00:00'
GELSONSMARKETS20260618	TIMESTAMP' 2026-06-19 00:00:00'
GENRXCORPORATION20260618	TIMESTAMP' 2026-06-19 00:00:00'
GIANTEAGLETRNRXTESTING20260618	TIMESTAMP' 2026-06-19 00:00:00'
GILLETTE20260618	TIMESTAMP' 2026-06-19 00:00:00'
GRUBBSPHARMACY20260618	TIMESTAMP' 2026-06-19 00:00:00'
GUNDER20260618	TIMESTAMP' 2026-06-19 00:00:00'
GUNDERSENDEGENBERGLUND20260618	TIMESTAMP' 2026-06-19 00:00:00'
HAGGEN20260618	TIMESTAMP' 2026-06-19 00:00:00'
HANNAF20260618	TIMESTAMP' 2026-06-19 00:00:00'
HEALTHSCRIPTS20260618	TIMESTAMP' 2026-06-19 00:00:00'
HOMETOWNSUPERMARKETS20260618	TIMESTAMP' 2026-06-19 00:00:00'
INDIANA_UNIVERSITY_HEA20260618	TIMESTAMP' 2026-06-19 00:00:00'
